FoodGroup,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Niacin_mg,Riboflavin_mg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
Animal source,124,23.63,2.56,0,0,0,64,0.46,0.3,0,0,6,1.9,0.15,0.13,13,0.024,0.37,53,0.02,248,46.8,0.52
Animal source,104,16.74,3.61,0,0,0,30,0.4,3,0,0,5,2.4,0.17,0.06,17,0.03,0.27,31,0.015,250,36.5,0.45
Animal source,197,16.93,13.77,0,0,0,32,0.4,0.15,0,1.22,15,8.4,0.24,0.15,47,0.064,0.97,30,0.042,272,36.5,0.37
Animal source,130,20.98,4.51,0,0,0,70,0.4,1.49,0,1,3,2.938,0.062,0.042,34,0.033,0.84,49,0.015,210,36.5,0.43
Animal source,228,18.62,13.82,6.39,0,0,54,0.3,1.21,0,0,22,2.783,0.097,0.072,50,0.042,1.11,43,0.05,194,34,0.48
Animal source,108,20.21,2.41,0,0,0,30,0.3,2,0,0,15,1.5,0.04,0.01,21,0.031,0.46,32,0.013,313,36.5,0.39
Animal source,126,26.02,1.63,0,0,0,35,0.35,2.3,0,0,17,1.8,0.05,0.01,37,0.122,0.67,35,0.021,350,51.3,0.63
Animal source,97,17.63,2.42,0,0,0,15,0.15,3.44,0,0.5,4,1.45,0.12,0.01,60,0.139,0.9,30,0.7,230,36.5,1.65
Animal source,124,22.6,3.1,0,0,0,17,0.17,3.97,0,0,5,1.766,0.146,0.01,77,0.178,1.15,38,0.9,295,46.8,2.12
Animal source,100,20.51,1.34,0,0,0,32,0.4,3,1.6,0.96,5,0.284,0.003,0.046,32,0.028,0.18,32,0.013,198,38.2,0.36
Animal source,128,26.3,1.72,0,0,0,35,0.46,3.5,1.6,0,6,0.346,0.004,0.053,40,0.046,0.24,37,0.017,201,49,0.44
Animal source,123,18.51,4.9,0,0,0,30,0.4,3,0,0,5,7,0.22,0.16,14,0.046,0.32,42,0.035,186,36.5,0.51
Animal source,105,16.14,4.04,0,0,0,210,0.2,2.2,0,0.5,15,8.3,0.07,0.07,13,0.041,0.7,35,0.025,211,12.6,0.42
Animal source,135,20.7,5.18,0,0,0,263,0.23,2.5,0,0.63,17,10.1,0.09,0.08,17,0.053,0.9,45,0.03,271,16.2,0.54
Animal source,173,31.2,4.4,0,0,0,280,0.27,2.9,0,0.5,20,11.1,0.09,0.09,17,0.05,0.93,47,0.03,281,20.1,0.56
Animal source,92,16.76,2.32,0,0,0,51,0.2,2,0,0,15,1.2,0.07,0.01,70,0.195,1.3,30,0.6,210,12.6,0.75
Animal source,89,19.4,0.7,0,0,0,15,0.12,2,1,0,15,1.2,0.07,0.08,80,0.3,1.2,30,0.7,180,12.6,1.55
Animal source,99,15.18,0.9,6.85,0,0,20,0.03,1.6,0,0.63,2,0.22,0.021,0.02,9,0.032,0.26,43,0.011,282,28.1,0.33
Animal source,144,19.66,6.65,0,0,0,36,0.543,1.7,0,2.02,2,7.76,0.053,0.075,5,0.039,0.38,29,0.011,255,57.4,0.66
Animal source,172,23.45,7.93,0,0,0,43,0.615,1.62,0,2.41,2,9.254,0.063,0.089,6,0.046,0.45,35,0.013,304,68.5,0.78
Animal source,96,17.5,2.31,0,0,0,18,0.26,2.2,0,0,15,2.9,0.16,0.12,26,0.041,0.25,28,0.01,187,36.5,0.37
Animal source,147,24.49,4.69,0,0,0,21,0.3,2.5,0,0,17,3.5,0.19,0.14,26,0.052,0.31,33,0.015,236,51.5,0.53
Animal source,148,20.77,6.61,0,0,0,17,0.2,7.79,0.5,0.2,13,4.5,0.33,0.35,43,0.188,1.5,22,0.851,245,12.6,0.66
Animal source,119,20.48,3.46,0,0,0,19,0.406,4.45,2.4,0,12,5.384,0.105,0.123,67,0.109,0.7,31,0.158,271,12.6,1.08
Animal source,150,22.92,5.82,0,0,0,15,0.346,6.3,2,0,19,5.77,0.097,0.152,86,0.058,0.38,31,0.021,269,13.2,0.51
Animal source,144,23.33,4.9,0,0,0,655,0.455,9.43,0,1,2,8.654,0.251,0.241,8,0.086,1.02,50,0.015,254,36.5,0.6
Animal source,184,29.91,6.28,0,0,0,757,0.525,10.88,0,0,2,10.54,0.306,0.278,10,0.11,1.31,64,0.02,326,46.8,0.77
Animal source,198,29.13,8.21,0,0,0,23,0.11,2.2,0,0.87,5,12.4,0.12,0.038,13,0.071,1.39,31,0.015,311,76,0.9
Animal source,86,19.44,0.96,0,0,0,17,0.319,2.55,0,0.33,4,10.136,0.084,0.03,17,0.05,1.63,23,0.019,139,70.6,0.69
Animal source,103,22,1.01,0,0,0,16,0.85,1.9,1,0,9,15.4,0.1,0.033,29,0.086,1.25,34,0.015,222,36.5,0.82
Animal source,186,26.53,8.08,0,0,0,5,0.43,2.2,0,2.3,5,11.698,0.079,0.017,4,0.13,0.65,34,0.016,267,60.1,0.47
Animal source,128,23.62,2.97,0,0,0,6,0.217,1.17,0,0.85,2,5.799,0.044,0.008,14,0.039,0.97,33,0.019,217,65.7,0.48
Animal source,109,24.4,0.49,0,0,0,18,0.933,2.08,0,0.24,2,18.475,0.115,0.118,4,0.036,0.77,35,0.011,278,90.6,0.37
Animal source,187,16.04,9.26,9.41,0,0,24,0.081,1.2,2.2,0,8,6.7,0.07,0.031,17,0.145,1,19,0.04,178,41.2,0.56
Animal source,95,16.05,2.95,0,0,0,11,0.21,2.2,1.7,0,8,2.2,0.08,0.066,18,0.037,0.36,51,0.017,129,36.5,0.22
Animal source,134,19.09,5.86,0,0,0,36,0.3,1,0,0.2,15,3,0.12,0.14,26,0.072,0.37,33,0.067,270,12.6,0.99
Animal source,108,23.4,0.93,0,0,0,57,0.389,3.26,0,0.21,7,2.4,0.101,0.032,18,0.315,0.5,23,0.034,132,13.5,0.49
Animal source,90,18.31,1.31,0,0,0,30,0.156,2.3,0,0.3,13,1.3,0.046,0.056,48,0.031,0.34,21,0.104,222,32.1,0.88
Animal source,116,23.48,1.69,0,0,0,38,0.18,2.6,0,0.38,15,1.67,0.06,0.068,62,0.04,0.42,27,0.13,285,41.1,0.53
Animal source,96,17.5,2.39,0,0,0,113,0.4,2.03,0,0,5,2.133,0.08,0.18,6,0.029,0.09,30,0.015,200,36.5,0.78
Animal source,146,23.14,5.24,0,0,0,29,0.16,1.3,2.8,0,4,6.8,0.04,0.144,23,0.045,0.49,30,0.015,157,36.5,0.52
Animal source,84,18.29,0.6,0,0,0,7,0.15,9,7,0,44,1.1,0.043,0.043,46,0.922,0.59,49,0.035,219,36.4,5.95
Animal source,97,19.35,1.54,0,0,0,9,0.18,11.5,7.6,0,51,1.34,0.055,0.053,59,1.182,0.76,63,0.04,280,40,7.62
Animal source,95,7.62,0.46,15,6.25,0.5,0,0.13,0.57,0,0.17,0,0.62,0.08,0.03,13,0.032,0.39,43,0.011,282,22.3,0.33
Animal source,87,18.06,1.08,0.04,0,0,2,0.15,9,3,0,44,2.7,0.04,0.08,89,0.669,0.74,34,0.15,229,37.4,3.54
Animal source,83,17.88,0.74,0,0,0,1,0.156,3.33,3.3,1.84,51,2.747,0.093,0.023,91,0.814,0.5,36,0.074,234,42.9,3.81
Animal source,83,17.88,0.74,0,0,0,1,0.156,3.33,3.3,1.84,51,2.747,0.093,0.023,91,0.814,0.5,36,0.074,234,42.9,3.81
Animal source,155,20.21,7.52,0.48,0,0,57,0.17,5.94,2.8,0,61,2.9,0.08,0.09,105,0.61,1.08,33,0.19,213,40.7,4.09
Animal source,86,17.41,0.97,0.74,0,0,27,0.15,9,3.5,0,44,3.14,0.167,0.047,46,0.674,0.37,45,0.08,182,37.1,4.27
Animal source,90,18.5,1.18,0,0,0,45,0.15,9,7,0,44,2.5,0.2,0.08,26,0.57,2.5,49,0.03,133,34.6,2.8
Animal source,77,15.97,0.95,0,0,0,16,0.108,2,1.2,2.85,37,2.208,0.032,0.07,27,0.419,0.84,27,0.226,256,31.6,1.3
Animal source,82,16.77,1.2,0,0,0,15,0.076,2.15,0.9,1.5,44,2.28,0.085,0.05,60,0.685,0.83,33,0.522,270,36.7,1.76
Animal source,77,16.52,0.75,0,0,0,1,0.104,1.25,0,0.87,10,1.591,0.014,0.02,84,1.349,0.26,38,0.056,161,63.6,3.53
Animal source,89,19,0.86,0,0,0,1,0.119,1.43,0,1,11,1.83,0.017,0.023,96,1.55,0.29,43,0.065,185,73.1,4.05
Animal source,71,13.61,1.01,0.91,0,0,54,0.161,1.11,0,1.32,19,1.778,0.015,0.02,54,0.182,0.21,22,0.029,244,29.6,0.97
Animal source,242,21.39,12.28,11.47,0.8,0.4,56,0.098,1.87,1.5,1.3,39,3.07,0.136,0.129,67,0.274,1.26,40,0.1,218,41.7,1.38
Animal source,119,22.78,1.7,1.52,0,0,90,0.242,1.66,0,2.2,24,2.678,0.024,0.032,91,0.258,0.32,37,0.049,306,49.5,1.63
Animal source,100,20.42,1.36,0,0,0,0,0.01,0.74,4.1,1.1,9,0.558,0.015,0.007,145,0.262,2.13,33,0.396,195,47.5,1.96
Animal source,101,12.39,1.47,9.13,0,0,20,0.03,1.6,0,0,2,0.17,0.034,0.024,19,0.032,0.6,43,0.011,282,22.9,0.33
Animal source,112,20.6,1.51,2.43,0,0,5,0.15,3.5,2,0,1,4.245,0.046,0.007,49,0.381,1.22,40,0.015,238,46.2,5.67
Animal source,105,17.1,0.76,6.01,0,0,2,0.15,0.73,2,4,5,1.5,0.1,0.19,31,0.196,3.19,48,0.04,190,44.8,0.82
Animal source,189,19.63,6.78,11.05,0,0,2,0.15,0.69,1.8,0,20,1.9,0.13,0.22,37,0.228,3.8,56,0.07,217,51.8,0.95
Animal source,86,14.67,0.96,3.57,0,0,90,0.01,11.28,0,0.68,5,0.35,0.04,0.015,39,0.053,1.62,19,0.085,198,30.6,0.51
Animal source,202,14.24,11.15,10.33,0,0,91,0.06,40.27,10,0,48,2.064,0.244,0.1,63,0.356,13.91,14,0.54,188,28.9,1.46
Animal source,148,25.55,1.95,5.13,0,0,171,0.11,98.89,22.1,0,29,3.354,0.426,0.15,92,0.688,2.81,18,1,338,64,2.73
Animal source,142,24.25,1.59,5.9,0,0,149,0.016,18.63,0,1.12,7,0.578,0.066,0.024,65,0.087,2.68,32,0.14,327,50.5,0.84
Animal source,2,0.4,0.02,0.1,0,0,9,0.01,5,1,0.31,2,0.18,0.02,0.01,13,0.389,0.3,11,0.074,114,4.1,0.1
Animal source,79,16.24,0.7,0.82,0,0,113,0.15,3,5.3,0,16,1.216,0.91,0.009,90,0.587,6.02,30,0.11,387,44.8,1.73
Animal source,86,11.9,2.24,3.69,0,0,48,0.05,12,8,0.55,42,1.6,0.21,0.16,26,0.094,3.95,34,3.4,197,44.8,1.6
Animal source,172,23.8,4.48,7.39,0,0,91,0.1,24,13.6,0,76,3,0.42,0.3,33,0.149,6.72,37,6.8,285,89.6,2.67
Animal source,82,14.91,1.04,2.2,0,0,45,0.36,20,5,1.2,16,2.1,0.04,0.03,53,0.435,5.3,30,0.025,186,44.8,1.68
Animal source,51,5.71,1.71,2.72,0.62,0,13,0.031,8.75,0,0.85,7,0.925,0.09,0.018,59,2.858,4.61,18,0.296,97,19.7,39.3
Animal source,199,8.77,12.58,11.62,0,0,90,0.064,15.63,3.8,0,43,1.65,0.202,0.15,62,4.294,6.95,58,0.49,159,66.5,87.13
Animal source,102,11.42,3.42,5.45,1.23,0,26,0.061,17.5,0,1.7,14,1.85,0.18,0.036,116,5.707,9.21,35,0.591,194,39.5,78.6
Animal source,68,7.06,2.47,3.91,0,0,90,0.095,19.13,5,0.85,9,1.244,0.166,0.15,45,4.461,6.7,54,0.45,139,35.8,90.95
Animal source,81,9.45,2.3,4.95,0,0,81,0.05,16,8,0,10,2.01,0.233,0.067,8,1.576,5.11,22,0.643,162,77,16.62
Animal source,69,12.06,0.49,3.18,0,0,1,0.073,1.41,0,0,16,0.703,0.015,0.007,6,0.023,0.38,22,0.017,334,12.8,0.91
Animal source,216,18.07,10.94,10.13,0,0,22,0.14,1.32,2.3,0,50,1.505,0.11,0.042,42,0.078,0.82,59,0.14,236,26.9,1.06
Animal source,99,12.77,0.41,10.62,0,0,20,0.03,1.6,0,0,2,0.31,0.016,0.01,8,0.032,0.31,43,0.011,282,23.6,0.33
Animal source,92,15.58,1.38,3.08,0,0,10,0.056,1.3,4.7,1.2,5,2.175,0.412,0.02,32,1.891,0.68,33,0.035,221,44.8,1.53
Animal source,175,17.94,7.48,7.79,0,0,11,0.058,1.23,4.2,0,20,2.602,0.458,0.056,39,2.114,1.01,38,0.07,251,51.8,1.74
Animal source,137,23.84,0.4,7.76,0,0,26,0.342,9.07,4,0.13,6,1.05,0.107,0.026,57,1.03,5.03,86,0.447,141,44.8,1.63
Animal source,275,47.68,0.8,15.52,0,0,49,0.65,18.14,6.8,0,11,1.995,0.214,0.049,113,2.06,10.06,172,0.89,282,89.6,3.26
Animal source,117,18.28,4.32,0,0,0,26,0.278,3.26,0,0,2,4.72,0.101,0.023,11,0.23,0.85,18,0.017,164,38.1,0.31
Animal source,141,21.43,5.5,0,0,0,18,0.38,4.4,0,0,20,7,0.16,0.02,249,0.1,0.7,30,0.02,354,43.3,1
Animal source,139,19.78,6.05,0,0,0,17,0.3,4.4,0,0,15,6.536,0.186,0.023,213,0.102,0.84,34,0.02,329,33.2,0.92
Animal source,153,20.47,7.31,0,0,0,53,0.3,0.3,0,0,10,5.48,0.193,0.016,239,0.084,1.06,29,0.03,326,35.4,1.02
Animal source,198,29.13,8.21,0,0,0,0,0.11,2.2,0,0,5,12.4,0.12,0.038,13,0.071,1.39,31,0.015,311,76,0.9
Animal source,116,25.51,0.82,0,0,0,0,0.35,2.99,0,0,4,13.28,0.074,0.032,11,0.051,1.53,27,0.011,163,80.4,0.77
Animal source,186,26.53,8.08,0,0,0,0,0.43,2.2,0,0,5,11.698,0.079,0.017,4,0.13,0.65,34,0.016,267,60.1,0.47
Animal source,128,23.62,2.97,0,0,0,6,0.217,1.17,0,0,2,5.799,0.044,0.008,14,0.039,0.97,33,0.019,217,65.7,0.48
Animal source,146,24.18,4.73,0,0,0,35,0.138,2.31,2.1,0,17,1.522,0.09,0.087,103,0.119,1.91,38,1.14,256,16.2,0.83
Animal source,124,22.73,2.99,0,0,0,31,0.346,4.41,0,0,10,2.558,0.037,0.115,19,0.04,1.08,51,0.019,254,46.8,0.51
Animal source,159,25.69,5.44,0,0,0,138,0.464,6.22,0,0,2,7.247,0.097,0.067,9,0.068,0.62,42,0.027,291,46.8,1.04
Animal source,115,24.76,1.04,0,0,0,5,0.346,0.92,0,0,1,1.973,0.172,0.429,64,0.256,1.15,41,0.897,256,16.2,0.97
Animal source,187,22.15,10.28,0,0,0,33,0.346,1.83,0,0,17,5.769,0.192,0.146,28,0.069,0.64,32,0.019,308,46.8,0.99
Animal source,85,18.73,0.5,0,0,0,2,0.136,2.31,0,0.67,8,1.343,0.055,0.038,10,0.024,0.2,24,0.015,345,28,0.39
Animal source,112,24.35,0.88,0,0,0,21,0.447,1.2,0,0,2,3.271,0.162,0.048,13,0.023,1.06,40,0.019,262,46.8,0.49
Animal source,109,23.72,0.9,0,0,0,62,0.462,0.69,0,0,6,7.429,0.085,0.023,19,0.053,1.45,38,0.019,183,46.8,0.59
Animal source,153,22.49,6.32,0,0,0,59,0.346,2.31,1,0,17,2.862,0.207,0.081,77,0.297,1.15,38,0.897,231,16.2,0.85
Animal source,239,18.42,17.74,0,0,0,18,0.485,0.96,0,0,1,1.923,0.103,0.073,4,0.038,0.85,33,0.015,210,46.8,0.51
Animal source,250,21.01,17.79,0,0,0,35,0.519,9.62,0,0,6,2.821,0.256,0.073,106,0.1,1.44,41,0.058,292,46.8,0.68
Animal source,111,24.35,0.82,0,0,0,35,0.351,0.65,0,0,8,2.801,0.231,0.127,44,0.141,0.83,81,0.038,254,46.8,1
Animal source,109,22.64,1.36,0,0,0,17,0.346,4.15,0,0,10,2.314,0.139,0.035,18,0.035,0.41,33,0.026,258,46.8,0.58
Animal source,134,26,2.56,0,0,0,252,0.51,18,1.6,0,9,10.462,0.58,0.115,40,0.033,2.28,41,0.006,318,46.8,0.72
Animal source,201,25.73,10.12,0,0,0,23,0.381,4.23,2.1,1.25,2,10.667,0.54,0.135,29,0.119,1.49,36,0.019,160,46.8,0.86
Animal source,190,26.32,8.63,0,0,0,33,0.488,3.27,0,0,18,8.256,0.069,0.016,65,0.044,0.41,38,0.026,208,16.2,1.05
Animal source,97,18.56,1.95,0,0,0,14,0.277,1.04,1,0,8,2.558,0.073,0.029,10,0.036,0.41,27,0.031,256,46.8,0.53
Animal source,119,24.54,1.56,0,0,0,24,0.138,2.31,0,0,17,2.801,0.195,0.312,141,0.228,1.67,38,1.026,269,16.2,0.79
Animal source,118,24.92,1.26,0,0,0,12,0.331,3.68,0,0,3,3.983,0.225,0.054,77,0.064,0.59,86,0.019,283,46.8,0.6
Animal source,102,21.33,1.17,0,0,0,14,0.277,1.04,0,0,8,2.558,0.073,0.092,13,0.041,0.36,17,0.019,256,46.8,1.32
Animal source,204,28.62,8.23,1.92,0,0,91,0.185,11.54,16.4,0,92,2.192,0.949,0.277,28,0.128,0.77,26,0.013,515,51.7,1.28
Animal source,250,17.19,19.62,0,0,0,102,0.346,1.44,0,0,17,5.128,0.115,0.122,45,0.028,1.64,71,0.019,215,46.8,0.41
Animal source,182,25.44,8.13,0,0,0,13,0.944,3.05,0,0,29,10.077,0.487,0.275,15,0.321,1.03,37,0.021,256,46.8,0.82
Animal source,231,25.72,13.38,0,0,0,149,0.462,2.87,4.1,0,35,10.045,0.154,0.044,28,0.053,0.91,122,0.019,371,46.8,0.56
Animal source,154,25.82,4.83,0,0,0,34,0.462,3.46,0,0,5,8.526,0.219,0.092,14,0.071,0.71,28,0.019,363,46.8,0.6
Animal source,153,24.58,5.28,0,0,0,42,0.696,4.73,0,0.48,5,9.588,0.126,0.091,8,0.075,0.45,32,0.013,313,37.6,0.46
Animal source,135,24.21,3.5,0,0,0,31,0.346,1.62,0,0,17,4.994,0.122,0.127,51,0.065,0.68,29,0.045,237,46.8,0.62
Animal source,133,21.46,4.63,0,0,0,35,0.462,3.46,0,0,6,2.923,0.207,0.069,22,0.038,0.35,40,0.019,321,46.8,0.58
Animal source,252,21.71,17.65,0,0,0,36,0.462,0.14,0,0,17,10.769,0.308,0.183,60,0.082,1.24,38,0.054,349,46.8,0.47
Animal source,158,23.73,6.28,0,0,0,35,0.462,3.46,0,0,6,8.526,0.268,0.185,18,0.059,0.41,54,0.045,238,46.8,0.65
Animal source,119,21.49,2.97,0,0,0,59,0.231,2.31,0,0,17,1.462,0.085,0.012,90,0.25,1.67,38,0.769,269,16.2,0.96
Animal source,114,24.87,0.9,0,0,0,17,0.138,2.31,1,0,17,1.462,0.085,0.092,103,0.385,1.54,38,0.897,231,16.2,1.99
Animal source,190,26.63,8.47,0,0,0,19,0.231,7.49,0.5,0,15,5.769,0.423,0.426,55,0.241,1.92,28,1.091,314,16.2,0.85
Animal source,132,28.21,1.29,0,0,0,18,0.981,2.19,1,0,10,18.756,0.122,0.038,37,0.11,1.6,44,0.019,285,46.8,1.05
Animal source,130,29.15,0.59,0,0,0,22,1.038,2.35,0,0.29,2,22.07,0.137,0.134,4,0.043,0.92,42,0.013,333,108.2,0.45
Animal source,122,20.58,3.78,0,0,0,12,0.242,2.54,1.7,0,9,2.679,0.097,0.076,23,0.047,0.46,65,0.022,165,46.8,0.28
Animal source,172,24.47,7.51,0,0,0,39,0.346,0.96,0,0,17,3.846,0.154,0.171,33,0.092,0.47,42,0.086,346,16.2,1.27
Animal source,123,22.44,3.06,0,0,0,130,0.462,2.35,0,0,6,2.598,0.097,0.208,8,0.037,0.12,38,0.019,256,46.8,1
Animal source,187,29.67,6.72,0,0,0,31,0.185,1.25,2.9,0,4,8.718,0.051,0.175,29,0.058,0.63,38,0.019,201,46.8,0.67
Animal source,110,22.32,1.24,0.95,0,0,31,0.173,10.38,3.6,0,42,3.623,0.203,0.057,59,0.734,0.43,58,0.097,175,47.6,5.47
Animal source,115,23.72,1.51,0,0,0,52,0.173,10.38,7.2,0,42,2.885,0.244,0.097,33,0.621,2.88,63,0.037,128,44.4,3.59
Animal source,143,26.41,1.94,3.12,0,0,6,0.173,4.04,2.1,0,1,4.898,0.056,0.009,63,0.415,1.41,51,0.018,229,59.2,7.27
Animal source,158,32.48,1.4,1.64,0,0,203,0.27,5.4,8.5,0,24,2.189,1.729,0.017,180,0.998,10.84,60,0.209,580,89.6,3.46
Animal source,164,29.82,2.08,4.4,0,0,90,0.648,36,8,1.2,24,3.78,0.076,0.057,106,0.739,9.54,60,0.047,279,89.6,3.36
Animal source,163,18.9,4.6,9.9,0,0,146,0.09,28.8,12.8,0.85,15,3.618,0.443,0.127,16,2.679,9.2,44,1.222,243,154,33.24
Animal source,105,22.64,0.9,0,0,0,24,0.067,0.47,0,1.87,5,1.82,0.063,0.045,11,0.075,1.13,18,0.037,102,88.3,0.32
Animal source,105,18.47,2.85,0,0,0,15,0.106,2.9,0.8,0,10,2.385,0.067,0.227,11,0.039,0.35,28,0.027,304,14.3,0.61
Animal source,119,15.23,5.94,0,0,0,0,0.154,2.88,0,0.81,10,2.105,0.083,0.02,8,0.032,0.23,19,0.015,204,8.2,0.48
Animal source,144,18.44,7.19,0,0,0,1,0.177,2.78,0,0.97,12,2.548,0.1,0.024,9,0.039,0.28,23,0.018,247,9.9,0.58
Animal source,208,20.42,13.42,0,0,0,0,0.636,3.23,3.9,3.55,26,8.672,0.155,0.207,9,0.045,0.34,27,0.011,240,24,0.36
Animal source,206,22.1,12.35,0,0,0,0,0.647,2.8,3.7,0,34,8.045,0.135,0.34,15,0.049,0.34,30,0.016,252,41.4,0.43
Animal source,160,21.27,7.67,0,0,0,56,0.66,2.67,1.1,0,13,6.813,0.11,0.09,12,0.048,0.34,31,0.012,292,12.6,0.43
Animal source,178,24.3,8.23,0,0,0,59,0.568,3.17,1.5,0,14,7.393,0.113,0.1,12,0.089,0.39,34,0.021,332,14.1,0.47
Animal source,141,19.94,6.18,0,0,0,84,0.34,4.3,2.9,2.34,11,5.567,0.09,0.12,25,0.046,0.31,25,0.011,226,23.6,0.45
Animal source,168,23.8,7.38,0,0,0,100,0.386,4.11,2.9,2.79,12,6.646,0.107,0.143,30,0.055,0.36,30,0.013,270,28.1,0.54
Animal source,72,14.85,0.97,0,0,0,15,0.076,2.1,0.5,0,30,1.867,0.032,0.045,25,0.237,0.55,30,0.146,218,28.4,1.01
Animal source,87,17.52,1.3,0,0,0,15,0.134,3.1,0.5,0,11,1.667,0.08,0.047,51,0.58,1.11,33,0.217,241,34.2,1.48
Animal source,79,8.87,2.65,4.23,0.96,0,20,0.045,12.91,0,1.32,10,1.365,0.112,0.025,92,4.439,7.16,28,0.459,150,30.7,61.04
Animal source,59,5.22,1.55,5.53,0,0,8,0.06,16.2,4.7,0,18,1.267,0.065,0.105,44,0.738,5.78,33,0.394,93,63.7,37.92
Animal source,79,7,2.12,7.28,0,0,19,0.076,24.3,6,0,24,1.792,0.055,0.13,56,1.434,7.77,33,0.425,115,77.5,45.15
Animal source,139,23.45,4.3,0,0,0,51,0.568,5,1.4,0.92,13,7.95,0.14,0.075,45,0.071,0.61,33,0.019,322,38,0.56
Animal source,130,26.3,1.2,1.7,0,0,7,0.06,5.25,0,6.33,179,1.04,0.08,0.06,98,0.435,1.41,238,0,217,40.3,1.71
Animal source,212,12.69,11.72,13.96,0,0,0,0.222,2.07,0,0,11,4.527,0.156,0.207,8,0.077,1.24,20,0.118,176,0,0.52
Animal source,189,11.97,10.43,11.85,0,0,0,0.22,2.18,0,0,11,5.948,0.14,0.195,9,0.069,1.46,20,0.106,173,0,0.46
Animal source,153,20.63,7.17,0,0,0,39,0.33,0.4,0,1.88,3,6,0.2,0.02,198,0.061,0.57,30,0.024,321,30.1,0.67
Animal source,138,23.1,5.02,0,0,0,20,0.105,4.95,0,1.28,4,7.409,0.202,0.027,283,0.082,0.77,32,0.031,379,39.5,0.96
Animal source,96,20.08,1.7,0,0,0,0,0.162,1.58,0,0.4,24,3.903,0.063,0.041,10,0.075,0.56,27,0.037,170,41.8,0.33
Animal source,128,26.15,2.65,0,0,0,0,0.123,1.86,0,0.79,6,4.745,0.073,0.093,14,0.075,0.69,34,0.037,204,54.4,0.41
Animal source,158,26.33,5.87,0,0,0,56,0.12,5.54,0,2.09,4,7.689,0.214,0.033,37,0.07,0.48,24,0.011,236,34.6,0.58
Animal source,136,24.62,4.21,0,0,0,20,0.105,4.96,0,1.28,4,7.43,0.203,0.027,60,0.077,0.57,24,0.011,253,39.6,0.65
Animal source,70,17.17,0.19,0,0,0,0,0,0,0,0,0,0,0,0,12,0.041,0.27,34,0.011,190,0,0.4
Animal source,80,19.42,0.26,0,0,0,0,0,0,0,0,0,0,0,0,13,0.043,0.29,37,0.011,206,0,0.44
Animal source,72,17.54,0.2,0,0,0,0,0,0,0,0,0,0,0,0,23,0.022,0.17,28,0.015,180,0,0.35
Animal source,84,20.42,0.25,0,0,0,0,0,0,0,0,0,0,0,0,17,0.019,0.16,35,0.012,205,0,0.43
Animal source,85,20.1,0.51,0,0,0,0,0,0,0,0,0,0,0,0,64,0.391,0.52,35,0.033,214,0,1.34
Animal source,99,23.98,0.28,0.2,0,0,0,0,0,0,0,0,0,0,0,70,0.379,0.51,39,0.033,237,0,1.64
Animal source,131,22.56,4.53,0,0,0,0,0,0,0,0,0,0,0,0,9,0.06,0.42,30,0.011,256,0,0.49
Animal source,143,25.23,4.65,0,0,0,0,0,0,0,0,0,0,0,0,8,0.061,0.46,33,0.015,282,0,0.48
Animal source,110,21.23,2.73,0,0,0,0,0.273,2.77,0,0,0,5.293,0.101,0.137,25,0.045,0.38,28,0.018,246,0,0.55
Plant source,329,19.87,0.53,62.9,0,12.7,1,0.351,0,0,0,622,2.63,0.22,0.455,66,1.094,4.98,127,1.73,381,3.1,5.04
Plant source,128,7.52,0.1,24.77,0,7.3,0,0.096,0,0,0,121,0.717,0.064,0.115,28,0.298,2,52,0.573,168,1.2,1.77
Plant source,237,3.8,0.03,55.01,0,0,0,0.084,0,0,0,107,0.631,0.056,0.101,22,0.265,1.13,31,0.504,74,3.2,1.56
Plant source,260,3.29,0.12,60.72,0,0,0,0.008,0,0,0,8,0.057,0.004,0.005,27,0.029,1.16,18,0.14,40,2.3,0.07
Plant source,155,5.54,5.15,21.63,0,5.5,0,0.09,0,1.1,0,48,0.408,0.049,0.136,61,0.159,1.99,43,0.255,109,5.7,0.73
Plant source,94,4.75,0.37,21.14,7.96,4.1,5,0.084,0,0,0.15,12,0.428,0.039,0.096,34,0.145,1.19,27,0.109,74,5,2.28
Plant source,121,6.38,3.45,16.91,0,0,11,0.09,0,1.8,0,43,0.94,0.045,0.052,45,0.3,1.6,25,0.6,81,9.6,1.2
Plant source,142,6.75,6.57,15.39,6.53,6.9,4,0.046,0.34,2.3,0.16,30,0.901,0.056,0.058,48,0.213,1.73,28,0.42,104,6.5,1.87
Plant source,106,5.19,1.55,19.99,0,5.5,0,0.064,0,2,0,36,0.447,0.038,0.053,53,0.215,1.7,34,0.361,108,4.7,1.46
Plant source,105,4.52,0.89,21.57,8.23,4.4,1,0.05,0,0,0.04,8,0.304,0.015,0.033,39,0.171,1.4,30,0.362,88,4.8,0.51
Plant source,94,5.15,0.93,18.69,5.67,4,4,0.063,0,3,0.1,15,0.494,0.046,0.052,56,0.213,3.24,34,0.302,116,4.7,5.48
